"Year","Geography","Geography.Type","Geography.Note","Data.Type","Total.Violent.Criminal.Code.Violations","Homicide","Murder..First.degree","Murder..Second.degree","Manslaughter","Total.other.violations.causing.death","Attempted.Murder","Sexual.Assault..Level.3..Aggravated","Sexual.Assault..Level.2..with.a.Weapon.or.Bodily.Harm","Sexual.Assault..Level.1","Total.Sexual.Violations.Against.Children","Luring.a.child.via.a.computer","Assault..Level.3..Aggravated","Assault..Level.2..with.Weapon.or.Causing.Bodily.Harm","Assault..Level.1","Assault.Peace.Officer","Total.Other.Assaults","Total.Firearms..use.of...discharge..pointing","Total.Robbery","Total.forcible.confinement.or.kidnapping","Total.Abduction","Extortion","Criminal.Harassment","Uttering.Threats","Threatening.or.Harassing.Phone.Calls","Total.Other.Violent.Violations","Total.Property.Crime.Violations","Total.Breaking.And.Entering","Possession.of.Stolen.Property","Total.Theft.of.Motor.Vehicle","Theft.of.Motor.Vehicle.Over..5.000","Theft.of.Motor.Vehicle..5.000.or.Under","Total.Theft.Over..5.000","Theft.Over..5.000..non.motor.vehicle.","Theft.Over..5.000.from.a.motor.vehicle","Shoplifting.Over..5.000","Total.Theft.Under..5.000","Theft..5.000.or.under..non.motor.vehicle.","Theft..5.000.or.under.from.a.motor.vehicle","Shoplifting..5.000.or.Under","Fraud","Identity.Theft","Identity.Fraud","Total.Mischief","Arson","Total.Other.Criminal.Code.Violations","Counterfeiting","Total.weapons.violations","Possession.of.weapons","Firearms.documentation.or.administration","Child.pornography","Total.prostitution","Disturb.the.peace","Total.administration.of.justice.violations","Fail.to.comply.with.order","Prisoner.unlawfully.at.large","Fail.to.appear","Breach.of.probation","Other.violations.against.the.administration.of.law.and.justice","Total.other.violations","Indecent.acts","Obstruct.public.or.peace.officer","Trespass.at.night","Utter.threats.to.property.or.animal","Firearms.and.other.offensive.weapons","Proceeds.of.crime","Total.Criminal.Code.Traffic.Violations","Total.Impaired.Driving","Impaired.Operation..Causing.Death","Impaired.Operation..Causing.Bodily.Harm","Impaired.Operation.of.Motor.Vehicle..Vessel.or.Aircraft","Impaired.Operation..Drugs..Vehicle..Vessel.or.Aircraft","Impaired.Operation..Failure.to.Provide.Beath.Sample","Failure.to.Comply.or.Refusal..Drugs.","Impaired.Operation..Failure.to.Provide.Blood.Sample","Failure.to.Provide.Blood.Sample..Drugs.","Total.Other.Criminal.Code.Traffic.Violations","Dangerous.Operation..Causing.Death","Dangerous.Operation..Causing.Bodily.Harm","Dangerous.Operation.of.Motor.Vehicle..Vessel.or.Aircraft","Dangerous.Operation.Evading.Police..Causing.Death","Dangerous.Operation.Evading.Police..Causing.Bodily.Harm","Dangerous.Operation.of.Motor.Vehicle.Evading.Police","Failure.to.Stop.or.Remain","Driving.While.Prohibited","Other.Criminal.Code.Traffic.Violations","Causing.Bodily.Harm.by.Criminal.Negligence.While.Street.Racing","Dangerous.Operation.Causing.Death.While.Street.Racing","Dangerous.Operation.Causing.Bodily.Harm.While.Street.Racing","Dangerous.Operation.of.Motor.Vehicle.While.Street.Racing","Total.Federal.Statute.Violations","Posession..Cannabis","Possession..Cocaine","Total..Possession..Other.Controlled.Drugs.and.Substances.Act.Drugs","Total.Cannabis..Trafficking..Production.or.Distribution","Total.Cocaine..Trafficking..Production.or.Distribution","Total.Other.Controlled.Drugs.and.Substances.Act.Drugs..Trafficking..Production.or.Distribution","Youth.Criminal.Justice.Act","Total.Other.Federal.Statutes","Bankruptcy.Act","Income.Tax.Act","Canada.Shipping.Act","Canada.Health.Act","Customs.Act","Competition.Act","Excise.Act","Immigration...Refugee.Protection.Act","Firearms.Act","National.Defense.Act","Other.Federal.Statutes"
"2008","Northeast Avalon R.N.C","Police Region","","actual_incidents","2965","1","0","1","0","0","0","0","4","118","5","1","4","277","1215","52","8","8","113","7","3","2","114","708","323","3","8365","1283","71","234","10","963","42","31","10","1","3184","1306","963","915","729","0","0","2723","99","1269","10","114","38","66","7","12","294","626","364","8","40","121","90","206","58","15","4","40","7","25","839","758","0","4","730","5","17","0","2","0","81","1","2","10","0","0","17","10","35","4","0","1","0","1","787","154","31","30","95","38","14","46","379","0","0","0","0","1","0","158","1","3","0","216"
"2008","Labrador District, RCMP","Police Region","","actual_incidents","1005","0","0","0","0","0","0","1","0","69","1","0","8","137","571","18","0","2","7","13","0","0","6","127","35","10","3575","265","14","83","0","20","8","7","0","1","282","225","20","37","20","0","0","2893","10","1278","0","9","6","0","0","1","891","342","219","19","11","75","13","35","2","14","0","0","4","0","124","102","0","3","98","1","0","0","0","0","22","0","0","8","0","0","4","2","8","0","0","0","0","0","268","25","5","1","28","2","8","43","156","0","0","0","0","0","0","0","0","4","0","152"
"2008","Northern Peninsula District, RCMP","Police Region","","actual_incidents","118","0","0","0","0","0","0","0","0","7","2","0","1","8","58","1","0","0","0","2","0","0","1","30","7","1","120","29","0","2","0","1","1","1","0","0","28","23","1","4","5","0","0","53","2","61","0","3","2","1","0","0","14","20","10","0","1","6","3","24","1","3","8","0","2","0","40","19","0","0","19","0","0","0","0","0","21","0","1","10","0","0","1","8","1","0","0","0","0","0","28","10","0","1","3","1","3","1","9","0","0","0","0","0","0","3","0","3","0","3"
"2008","Deer Lake District, RCMP","Police Region","","actual_incidents","333","0","0","0","0","0","0","0","0","28","0","0","4","27","145","3","0","0","0","1","2","0","7","85","24","7","535","65","4","10","0","14","3","3","0","0","132","115","14","3","31","0","0","285","5","143","0","4","4","0","2","0","59","58","24","0","3","19","12","20","2","2","1","0","3","2","96","71","0","0","63","6","2","0","0","0","25","0","1","5","0","0","4","8","3","0","0","0","1","3","123","36","2","5","42","9","8","3","18","0","0","1","0","2","0","10","0","3","0","2"
"2008","Bay St. George District, RCMP","Police Region","","actual_incidents","520","1","1","0","0","0","0","0","0","23","2","1","3","46","216","5","0","0","1","4","0","0","11","127","76","5","1124","156","14","14","0","59","4","4","0","0","309","194","59","56","40","0","0","571","16","371","0","4","2","0","1","0","195","130","77","0","2","36","14","41","2","6","3","0","2","4","129","83","1","0","75","1","5","0","1","0","46","0","1","6","0","0","8","28","3","0","0","0","0","0","118","42","0","2","13","4","3","16","38","0","0","0","0","0","0","18","0","5","0","15"
"2008","Grand Falls-Windsor District, RCMP","Police Region","","actual_incidents","479","0","0","0","0","0","0","0","0","35","0","0","0","41","222","2","0","2","2","3","0","0","5","106","55","6","1242","167","7","19","0","126","7","6","0","1","427","252","126","49","54","0","0","551","10","292","0","10","4","0","0","0","170","91","65","0","7","16","3","21","1","0","3","0","3","0","88","74","0","1","68","3","2","0","0","0","14","0","1","4","0","0","1","7","1","0","0","0","0","0","75","27","1","2","12","1","4","9","19","0","0","0","0","4","0","8","0","3","0","4"
"2008","Gander-Lewisporte District, RCMP","Police Region","","actual_incidents","440","2","2","0","0","0","0","0","0","35","2","1","0","37","175","7","0","0","2","2","0","1","11","97","48","21","831","143","8","15","1","21","6","5","1","0","212","146","21","45","42","0","0","403","2","159","2","11","4","0","0","0","57","72","48","1","1","17","5","17","6","2","0","0","1","0","123","86","0","0","78","4","4","0","0","0","37","0","0","8","0","0","2","24","3","0","0","0","0","0","90","36","2","3","11","1","3","6","28","0","0","7","0","0","0","1","0","5","0","15"
"2008","Clarenville-Bonavista District, RCMP","Police Region","","actual_incidents","274","1","1","0","0","0","0","0","0","29","0","0","1","17","120","0","0","0","1","2","1","0","4","70","26","2","390","75","6","8","0","9","3","2","0","1","100","77","9","14","16","0","0","180","2","106","0","0","0","0","1","0","55","32","16","0","1","10","5","18","1","4","2","0","0","0","53","34","0","0","28","0","6","0","0","0","19","1","0","3","0","0","3","8","4","0","0","0","0","0","43","11","3","0","15","3","1","3","7","0","0","0","0","0","0","3","0","2","0","2"
"2008","Burin Peninsula District, RCMP","Police Region","","actual_incidents","365","0","0","0","0","0","0","0","0","9","0","0","2","29","147","4","2","0","2","1","1","0","6","92","61","9","631","67","5","7","0","22","2","2","0","0","116","79","22","15","28","0","0","405","1","189","0","5","2","0","0","1","105","63","33","0","3","23","4","15","1","4","3","0","1","0","104","47","0","0","44","0","3","0","0","0","57","0","2","12","0","0","0","38","5","0","0","0","0","0","154","28","8","5","35","7","9","3","59","0","0","1","0","22","0","33","0","2","0","1"
"2008","Placentia-Whitbourne District, RCMP","Police Region","","actual_incidents","159","0","0","0","0","0","0","0","0","8","0","0","0","18","64","1","1","0","0","4","0","0","3","38","19","3","358","85","2","6","0","6","2","2","0","0","73","65","6","2","23","0","0","161","6","77","1","1","1","0","0","0","43","23","15","0","0","4","3","9","0","1","2","0","2","0","42","35","0","0","35","0","0","0","0","0","7","0","0","2","0","0","0","2","2","0","0","0","0","1","34","13","2","0","9","0","2","0","8","0","0","0","0","1","0","5","0","1","0","1"
"2008","Trinity-Conception District, RCMP","Police Region","","actual_incidents","481","0","0","0","0","0","0","0","0","18","0","0","2","40","201","4","0","7","1","1","0","0","16","120","70","1","950","141","9","8","0","30","5","5","0","0","190","135","30","25","54","0","0","539","4","240","0","6","6","0","1","0","118","69","42","2","0","19","5","46","4","5","5","0","4","0","136","86","0","0","79","4","2","0","1","0","50","0","0","14","0","0","2","32","2","0","0","0","0","0","80","18","1","7","12","6","9","4","23","0","0","0","0","0","0","10","0","7","0","6"
"2008","Avalon East District, RCMP","Police Region","","actual_incidents","192","0","0","0","0","0","2","0","0","8","0","0","2","13","84","4","0","0","1","3","0","0","7","51","16","1","606","223","0","13","0","16","0","0","0","0","89","69","16","4","21","0","0","252","8","127","2","5","3","0","0","0","53","46","31","0","0","12","3","21","4","0","6","0","0","0","82","61","2","1","49","4","4","0","1","0","21","0","0","3","0","0","4","7","7","0","0","0","0","0","47","16","1","1","6","2","3","4","14","0","0","2","0","0","0","9","0","1","0","2"
"2009","Labrador West, R.N.C.","Police Region","","actual_incidents","111","0","0","0","0","0","0","0","0","9","0","0","0","4","48","2","2","0","4","0","0","0","6","32","2","2","278","49","0","18","0","11","3","3","0","0","91","65","11","15","12","0","0","105","0","73","0","6","1","4","1","0","23","39","20","0","2","16","0","4","0","0","0","1","0","0","26","24","0","0","21","2","1","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","36","19","1","4","0","1","1","5","5","0","0","0","0","0","0","0","0","0","0","5"
"2009","Corner Brook, R.N.C.","Police Region","The Corner Brook RNC region includes the municipality of Corner Brook only.","actual_incidents","256","0","0","0","0","0","0","0","0","20","0","0","1","19","117","6","1","0","4","1","0","0","7","61","19","0","724","53","5","11","1","43","9","5","1","3","306","121","43","142","62","0","0","277","1","278","0","20","1","19","1","0","140","102","46","6","2","9","39","15","3","0","2","6","0","0","71","66","0","0","64","0","2","0","0","0","5","0","1","0","0","0","3","0","1","0","0","0","0","0","174","62","6","12","12","4","3","47","28","0","0","0","0","0","0","8","0","1","0","19"
"2009","Northeast Avalon R.N.C","Police Region","","actual_incidents","2943","0","0","0","0","0","0","0","2","115","5","0","13","259","1270","84","9","15","86","14","1","0","147","792","127","4","9228","1421","47","226","17","1088","97","66","17","14","3806","1478","1088","1240","638","0","0","2881","112","1493","2","81","39","33","10","23","387","753","448","12","42","158","92","237","51","15","5","78","25","39","900","804","0","3","734","28","29","4","5","0","96","2","1","9","0","1","10","10","59","3","0","0","0","1","911","215","36","54","86","42","28","29","421","0","0","0","0","0","0","158","1","3","0","259"
"2009","Labrador District, RCMP","Police Region","","actual_incidents","1106","0","0","0","0","0","0","0","2","65","11","1","13","134","646","49","0","2","6","20","0","0","3","122","26","7","3205","284","10","61","1","17","6","4","1","1","217","170","17","30","20","0","0","2593","14","1172","0","15","8","0","1","0","841","258","148","13","4","75","18","57","1","14","7","2","2","0","158","128","0","1","127","0","0","0","0","0","30","0","2","9","0","0","1","9","9","0","0","0","0","0","186","23","3","2","18","6","4","12","118","0","0","0","0","0","0","0","0","0","0","118"
"2009","Northern Peninsula District, RCMP","Police Region","","actual_incidents","127","0","0","0","0","1","0","0","0","5","0","0","0","15","56","3","2","0","1","1","0","0","3","35","5","0","161","25","0","7","1","4","2","1","1","0","33","28","4","1","15","0","0","77","2","68","0","3","1","0","0","0","36","21","15","0","0","6","0","8","1","2","0","1","1","0","57","40","0","0","36","2","2","0","0","0","17","0","0","5","0","0","0","10","2","0","0","0","0","0","61","12","1","1","21","5","5","1","15","0","0","10","0","0","0","1","0","0","0","4"
"2009","Deer Lake District, RCMP","Police Region","","actual_incidents","251","0","0","0","0","0","0","0","0","18","1","0","1","18","116","5","0","1","1","3","0","0","5","56","21","5","532","66","6","13","0","28","5","5","0","0","125","96","28","1","37","0","0","278","2","122","0","12","11","0","0","0","63","34","16","0","0","11","7","13","0","1","1","2","1","0","86","65","0","2","54","4","3","0","2","0","21","0","0","4","0","0","3","6","8","0","0","0","0","0","203","32","1","5","47","11","8","2","97","0","0","60","0","0","0","31","0","1","0","5"
"2009","Bay St. George District, RCMP","Police Region","","actual_incidents","553","1","1","0","0","0","0","0","0","23","7","1","2","60","243","8","0","0","0","5","0","0","15","135","54","0","1280","154","18","40","2","113","8","6","2","0","378","226","113","39","49","0","0","607","26","382","0","9","6","0","3","0","173","150","115","2","0","28","5","47","4","8","2","3","2","0","156","84","0","0","80","3","0","1","0","0","72","0","0","7","0","0","2","57","6","0","0","0","0","0","98","19","1","2","27","1","4","15","29","0","0","1","0","0","0","10","0","3","0","15"
"2009","Grand Falls-Windsor District, RCMP","Police Region","","actual_incidents","485","0","0","0","0","0","0","0","2","12","5","0","2","30","254","2","0","0","6","1","2","0","4","110","49","6","1207","163","8","17","0","63","6","6","0","0","334","228","63","43","69","0","0","604","6","317","0","9","7","0","0","0","186","93","62","0","3","24","4","29","4","3","1","2","3","0","93","58","0","1","51","5","1","0","0","0","35","0","1","11","0","0","0","21","2","0","0","0","0","0","79","18","2","1","23","6","4","11","14","0","0","0","0","0","0","8","0","1","0","5"
"2009","Gander-Lewisporte District, RCMP","Police Region","","actual_incidents","461","0","0","0","0","0","0","0","0","23","6","3","1","36","192","11","0","3","5","2","0","0","5","117","55","5","940","136","10","20","2","46","5","3","2","0","238","176","46","16","53","0","0","473","5","214","0","9","5","0","1","0","84","95","55","0","5","29","6","25","4","2","8","0","3","0","147","101","0","0","87","8","5","1","0","0","46","0","1","8","0","0","4","31","1","0","0","0","0","0","79","20","1","3","14","3","9","7","22","0","0","11","0","0","0","3","0","2","0","6"
"2009","Clarenville-Bonavista District, RCMP","Police Region","","actual_incidents","224","0","0","0","0","0","0","0","0","10","1","1","0","16","88","2","0","0","2","0","0","0","3","70","28","4","537","93","7","9","0","7","6","6","0","0","126","111","7","8","25","0","0","270","1","134","3","6","3","0","1","0","68","38","16","0","2","15","5","18","2","2","8","1","0","0","102","72","0","0","64","4","3","0","0","0","30","0","0","7","0","0","3","13","7","0","0","0","0","0","47","15","4","3","11","5","3","3","3","0","0","0","0","0","0","2","0","0","0","1"
"2009","Burin Peninsula District, RCMP","Police Region","","actual_incidents","351","0","0","0","0","0","0","0","2","19","7","3","1","23","147","0","1","0","0","1","0","0","12","89","39","10","629","86","9","8","0","21","2","2","0","0","118","84","21","13","32","0","0","367","7","199","0","4","0","0","0","0","95","86","59","2","2","17","5","14","2","5","1","0","1","0","128","52","0","1","50","1","0","0","0","0","76","0","1","34","0","0","5","31","5","0","0","0","0","0","145","26","5","4","43","6","10","2","49","0","0","2","0","12","0","30","0","1","0","4"
"2009","Placentia-Whitbourne District, RCMP","Police Region","","actual_incidents","136","0","0","0","0","0","0","0","0","6","0","0","0","14","62","4","0","1","0","3","0","0","0","25","19","2","283","61","2","5","0","4","1","1","0","0","50","43","4","3","15","0","0","144","5","67","0","1","1","0","0","0","38","20","12","0","1","4","3","8","0","0","1","1","2","0","61","43","0","0","42","0","1","0","0","0","18","0","1","6","0","0","1","3","7","0","0","0","0","0","44","11","0","1","8","4","5","0","15","0","0","1","0","1","0","7","0","3","0","3"
"2009","Trinity-Conception District, RCMP","Police Region","","actual_incidents","494","0","0","0","0","0","0","0","0","19","5","1","0","30","200","3","0","2","0","0","0","0","16","131","84","4","987","153","10","11","1","47","7","6","1","0","231","158","47","26","59","0","0","511","5","259","0","6","5","0","1","0","158","67","42","1","2","15","7","27","1","2","3","0","2","0","164","114","0","0","105","7","1","1","0","0","50","0","0","7","0","0","5","30","8","0","0","0","0","0","88","18","7","7","21","7","19","2","7","0","0","0","0","0","0","3","0","2","0","2"
"2009","Avalon East District, RCMP","Police Region","","actual_incidents","183","0","0","0","0","0","0","0","0","9","4","0","1","10","81","4","0","0","1","4","0","0","3","50","15","1","536","152","5","15","0","42","2","2","0","0","126","77","42","7","19","0","0","202","15","96","0","0","0","0","0","0","31","36","26","0","3","6","1","29","1","0","4","2","1","0","93","78","0","2","67","4","4","1","0","0","15","0","1","4","0","0","3","3","4","0","0","0","0","0","52","15","5","2","15","2","3","3","7","0","0","0","0","0","0","2","0","1","0","4"
"2010","Labrador West, R.N.C.","Police Region","","actual_incidents","141","0","0","0","0","0","0","0","0","10","0","0","1","0","68","7","1","0","0","1","0","0","10","41","2","0","268","44","1","8","0","9","8","7","0","1","83","69","9","5","18","0","0","106","0","113","0","11","0","7","0","0","36","53","25","1","3","22","2","13","1","1","2","2","0","0","42","39","0","0","35","0","4","0","0","0","3","0","0","1","0","0","0","0","2","0","0","0","0","0","31","25","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2010","Corner Brook, R.N.C.","Police Region","The Corner Brook RNC region includes the municipality of Corner Brook only.","actual_incidents","298","0","0","0","0","0","0","0","0","26","1","0","0","22","147","1","0","0","1","0","1","0","12","68","14","5","778","90","5","12","1","43","14","8","1","5","304","146","43","115","39","0","0","307","7","375","0","11","1","9","2","1","217","127","41","4","16","21","45","17","7","0","0","5","0","0","90","84","0","0","81","2","1","0","0","0","6","0","0","3","0","0","2","0","1","0","0","0","0","0","139","60","5","10","20","5","4","23","12","0","0","0","0","0","0","3","0","0","0","9"
"2010","Northeast Avalon R.N.C","Police Region","","actual_incidents","3240","2","1","1","0","0","0","0","0","126","19","8","7","307","1249","162","17","20","135","6","5","5","152","886","138","4","9838","1476","62","335","28","1450","239","160","28","51","4185","1556","1450","1179","622","0","1","2859","59","1685","0","130","73","44","9","20","450","807","471","10","52","188","82","269","53","14","8","100","34","37","995","898","0","4","825","41","22","1","4","0","97","0","2","11","0","2","17","19","44","1","1","0","0","0","866","245","7","88","105","35","53","27","306","0","0","0","1","1","0","62","0","4","0","238"
"2010","Labrador District, RCMP","Police Region","","actual_incidents","1202","1","1","0","0","0","0","0","0","57","9","0","8","111","630","179","0","1","11","15","0","0","5","140","29","6","2901","251","11","49","0","28","6","4","0","2","270","207","28","35","30","0","2","2268","14","1277","0","15","10","0","2","0","867","308","183","6","1","88","30","85","7","13","1","21","4","0","147","134","0","0","132","2","0","0","0","0","13","0","1","4","0","0","1","3","3","0","0","0","0","1","232","32","3","0","42","10","2","8","135","0","0","0","0","0","0","0","0","0","0","135"
"2010","Northern Peninsula District, RCMP","Police Region","","actual_incidents","153","0","0","0","0","0","0","0","0","7","3","2","0","5","64","7","4","5","0","2","0","1","1","40","13","1","206","29","2","7","0","1","2","2","0","0","48","41","1","6","15","1","1","101","0","74","0","3","1","0","1","0","30","19","9","0","2","4","4","21","4","2","0","4","2","0","56","43","0","0","40","3","0","0","0","0","13","0","1","2","0","0","2","5","3","0","0","0","0","0","54","13","0","2","16","6","4","0","13","0","0","7","0","0","0","1","0","0","0","5"
"2010","Deer Lake District, RCMP","Police Region","","actual_incidents","262","0","0","0","0","0","0","0","0","19","3","0","1","18","105","11","0","2","0","5","0","0","4","80","14","0","536","87","12","14","1","27","4","3","1","0","148","114","27","7","32","0","5","231","3","117","0","8","7","0","0","0","33","56","35","0","1","14","6","20","2","2","1","7","3","1","105","84","0","0","76","5","3","0","0","0","21","0","1","2","0","0","2","8","8","0","0","0","0","0","168","34","3","2","32","18","20","1","58","0","0","30","0","0","0","20","0","1","0","7"
"2010","Bay St. George District, RCMP","Police Region","","actual_incidents","468","0","0","0","0","1","0","0","0","22","2","0","2","44","202","19","1","2","0","6","0","0","3","126","35","3","1191","184","19","19","3","61","12","9","3","0","346","225","61","60","49","0","3","545","14","385","0","8","6","0","2","1","147","177","125","1","3","43","4","50","4","5","0","15","5","0","172","126","0","2","111","10","3","0","0","0","46","0","2","3","0","0","1","36","4","0","0","0","0","0","167","53","1","6","52","2","12","15","26","0","0","0","0","0","0","4","0","1","0","21"
"2010","Grand Falls-Windsor District, RCMP","Police Region","","actual_incidents","503","0","0","0","0","0","0","1","0","17","22","1","4","37","209","15","0","2","5","9","0","0","4","123","53","2","1098","223","6","17","0","40","6","5","0","1","300","186","40","74","57","2","2","484","1","298","0","6","4","0","2","1","201","65","35","0","10","15","5","23","2","3","1","9","2","0","127","79","0","0","75","3","1","0","0","0","48","0","0","3","0","0","1","39","5","0","0","0","0","0","96","14","4","4","29","15","7","4","19","0","0","0","0","0","0","4","0","3","0","12"
"2010","Gander-Lewisporte District, RCMP","Police Region","","actual_incidents","467","0","0","0","0","0","0","0","0","17","13","4","1","25","211","20","1","7","3","3","0","1","5","103","57","0","1075","225","13","30","2","68","10","8","2","0","286","174","68","44","42","1","3","460","5","270","0","6","3","0","1","0","110","116","80","1","5","21","9","37","4","4","5","5","1","0","197","141","0","1","127","6","7","0","0","0","56","0","1","5","0","0","4","38","8","0","0","0","0","0","111","31","2","3","21","7","14","12","21","0","0","7","0","0","0","2","0","4","0","8"
"2010","Clarenville-Bonavista District, RCMP","Police Region","","actual_incidents","201","0","0","0","0","0","0","0","0","14","6","3","3","8","82","12","0","0","3","3","0","0","3","39","27","1","509","118","11","14","0","5","4","4","0","0","125","100","5","20","29","2","2","202","2","123","1","6","3","1","2","0","56","41","29","0","3","5","4","17","0","3","7","2","0","0","107","89","1","0","86","1","1","0","0","0","18","0","1","7","0","0","1","7","2","0","0","0","0","0","65","13","3","0","13","10","3","17","6","0","0","0","0","2","0","0","0","2","0","2"
"2010","Burin Peninsula District, RCMP","Police Region","","actual_incidents","353","0","0","0","0","0","0","0","0","20","10","1","0","22","138","7","0","0","0","3","0","0","7","109","35","2","643","130","3","7","0","11","2","2","0","0","119","92","11","16","29","0","1","350","2","215","1","4","1","0","1","0","116","64","31","0","1","26","6","29","2","7","3","4","2","1","121","74","0","1","62","8","3","0","0","0","47","0","0","15","0","0","2","25","5","0","0","0","0","0","187","34","2","3","48","22","26","3","49","0","1","1","0","14","0","30","0","2","0","1"
"2010","Placentia-Whitbourne District, RCMP","Police Region","","actual_incidents","85","1","1","0","0","0","0","0","0","5","1","0","0","5","49","1","0","0","0","3","0","0","0","19","1","0","314","112","2","5","0","4","1","1","0","0","49","45","4","0","7","1","0","135","2","67","0","3","2","0","1","0","34","24","12","0","0","8","4","5","0","0","0","0","0","0","91","79","0","0","75","2","1","0","1","0","12","0","0","2","0","0","1","4","4","0","0","0","0","1","42","10","1","1","15","4","3","0","8","0","0","0","0","0","0","1","0","5","0","2"
"2010","Trinity-Conception District, RCMP","Police Region","","actual_incidents","412","0","0","0","0","0","0","0","0","20","4","1","2","22","188","5","0","0","2","1","0","2","12","100","53","1","1111","229","10","19","2","52","4","2","2","0","265","155","52","58","59","4","3","515","3","266","0","7","2","0","2","0","179","56","33","1","2","16","4","22","2","2","2","8","1","1","207","157","0","1","146","8","2","0","0","0","50","0","0","9","0","0","1","35","4","0","0","0","0","1","190","29","3","18","45","20","47","2","26","0","0","1","0","1","0","9","0","3","0","12"
"2010","Avalon East District, RCMP","Police Region","","actual_incidents","165","0","0","0","0","0","2","0","0","7","1","0","0","11","64","12","0","0","2","0","0","0","5","45","16","0","574","220","5","26","2","30","2","0","2","0","105","62","30","13","12","0","0","188","16","92","0","2","1","0","0","0","34","36","25","0","2","9","0","20","0","1","3","7","2","0","115","97","0","2","92","3","0","0","0","0","18","0","0","2","0","0","4","8","4","0","0","0","0","0","58","18","2","1","11","8","3","5","10","0","0","0","0","0","0","4","0","1","0","5"
"2011","Labrador West, R.N.C.","Police Region","","actual_incidents","134","0","0","0","0","0","0","0","0","8","1","0","0","2","54","1","1","0","1","0","0","0","14","48","4","0","219","33","2","12","2","12","15","12","2","1","54","39","12","3","15","0","0","87","1","84","0","8","1","7","0","0","37","32","8","0","1","10","13","7","2","1","0","1","0","0","48","46","0","0","44","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","30","17","2","1","0","3","1","1","5","0","0","0","0","0","0","0","0","1","0","4"
"2011","Corner Brook, R.N.C.","Police Region","The Corner Brook RNC region includes the municipality of Corner Brook only.","actual_incidents","305","0","0","0","0","0","0","0","0","12","2","2","1","31","152","7","0","0","1","0","0","0","10","74","13","2","816","72","7","16","1","50","10","8","1","1","301","136","50","115","57","0","0","350","3","344","0","10","1","8","2","0","176","132","29","0","15","10","78","24","8","0","0","11","0","0","90","85","0","0","81","1","3","0","0","0","5","0","0","1","0","0","1","1","2","0","0","0","0","0","138","53","10","8","27","8","1","13","18","0","0","0","0","0","1","2","0","0","0","15"
"2011","Northeast Avalon R.N.C","Police Region","","actual_incidents","3006","4","2","1","1","0","3","0","2","99","17","9","9","220","1307","83","30","18","77","5","9","5","120","914","74","10","9015","1473","65","301","31","1458","131","57","31","43","4235","1640","1458","1137","559","0","1","2210","40","1687","0","111","53","46","9","10","498","803","492","18","36","190","65","256","44","13","10","84","53","35","1153","1056","0","4","999","34","17","2","0","0","97","0","1","3","0","0","24","12","50","5","0","0","0","0","860","333","38","126","135","48","121","23","36","0","0","0","0","0","0","26","1","5","0","4"
